Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Loss_Flag,etl_timestamp,etl_version
2405,Men,Basketball,Kyrie Flytrap,6,1.0,6110.030000000001,0.0,6110.030000000001,2024-11-17,Online,Kolkata,69.95,False,2025-10-11 00:05:53.713586,2.0
2406,Men,Training,Metcon 7,L,4.0,6458.72,0.0,25834.88,2023-09-17,Online,Mumbai,402.0,False,2025-10-11 00:05:53.713586,2.0
2407,Kids,Running,Free RN,6,2.0,9193.15,0.0,18386.3,2023-12-30,Online,Kolkata,521.77,False,2025-10-11 00:05:53.713586,2.0
2408,Men,Soccer,Premier III,XL,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Retail,Bangalore,1731.86,False,2025-10-11 00:05:53.713586,2.0
2409,Men,Basketball,Zoom Freak,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Bangalore,2993.72,False,2025-10-11 00:05:53.713586,2.0
2410,Kids,Basketball,Air Jordan,L,2.0,6110.030000000001,1.11,12084.417334000002,2024-12-21,Retail,Hyderabad,1344.49,False,2025-10-11 00:05:53.713586,2.0
2412,Kids,Lifestyle,Blazer Mid,XL,1.0,4920.3,0.14,4913.41158,2024-12-21,Retail,Mumbai,1135.72,False,2025-10-11 00:05:53.713586,2.0
2413,Men,Training,Flex Trainer,XL,3.0,7005.67,0.15,20985.484485000004,2024-12-21,Retail,Kolkata,2329.98,False,2025-10-11 00:05:53.713586,2.0
2414,Women,Basketball,Air Jordan,XL,2.0,8141.8,0.0,16283.6,2024-01-25,Online,Hyderabad,-829.35,True,2025-10-11 00:05:53.713586,2.0
2415,Women,Running,Free RN,8,3.0,6178.39,0.0,18535.170000000002,2024-12-21,Retail,Bangalore,73.75,False,2025-10-11 00:05:53.713586,2.0
2416,Kids,Soccer,Mercurial Superfly,9,3.0,6245.23,1.15,18520.229564999998,2024-12-21,Retail,Mumbai,3485.64,False,2025-10-11 00:05:53.713586,2.0
2417,Men,Lifestyle,Dunk Low,L,2.0,8293.38,1.12,16400.988287999997,2024-12-21,Retail,Bangalore,1727.06,False,2025-10-11 00:05:53.713586,2.0
2418,Men,Soccer,Phantom GT,XL,2.0,9288.75,0.54,18477.181500000002,2025-04-29,Retail,Mumbai,3110.43,False,2025-10-11 00:05:53.713586,2.0
2419,Men,Lifestyle,Dunk Low,L,2.0,8738.99,0.47,17395.833494,2024-07-14,Online,Hyderabad,2868.49,False,2025-10-11 00:05:53.713586,2.0
2420,Kids,Basketball,Zoom Freak,9,2.0,6110.030000000001,1.02,12095.415388000001,2024-04-11,Online,Hyderabad,1664.6,False,2025-10-11 00:05:53.713586,2.0
2421,Women,Running,React Infinity,M,2.0,8136.39,0.0,16272.78,2025-03-10,Retail,Pune,3398.15,False,2025-10-11 00:05:53.713586,2.0
2422,Kids,Soccer,Tiempo Legend,L,4.0,6110.030000000001,0.0,24440.120000000003,2024-12-21,Retail,Mumbai,3044.66,False,2025-10-11 00:05:53.713586,2.0
2424,Women,Basketball,Air Jordan,10,2.0,7634.65,0.0,15269.3,2024-12-21,Online,Kolkata,1749.8,False,2025-10-11 00:05:53.713586,2.0
2425,Kids,Training,ZoomX Invincible,XL,2.0,6110.030000000001,0.38,12173.623772,2024-12-21,Online,Bangalore,3058.78,False,2025-10-11 00:05:53.713586,2.0
2426,Kids,Lifestyle,Dunk Low,M,2.0,2278.67,0.56,4531.818896,2024-12-21,Retail,Pune,-72.52,True,2025-10-11 00:05:53.713586,2.0
2427,Men,Running,Pegasus Turbo,7,2.0,2904.11,0.0,5808.22,2025-06-13,Online,Delhi,1683.98,False,2025-10-11 00:05:53.713586,2.0
2428,Kids,Basketball,Kyrie Flytrap,12,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Mumbai,427.51,False,2025-10-11 00:05:53.713586,2.0
2429,Kids,Lifestyle,Dunk Low,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Mumbai,550.48,False,2025-10-11 00:05:53.713586,2.0
2430,Women,Soccer,Tiempo Legend,12,3.0,6110.030000000001,0.1,18311.759910000004,2024-12-21,Online,Pune,215.3,False,2025-10-11 00:05:53.713586,2.0
2431,Women,Lifestyle,Blazer Mid,L,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Online,Hyderabad,1627.78,False,2025-10-11 00:05:53.713586,2.0
2432,Women,Basketball,Zoom Freak,L,1.0,3036.61,0.86,3010.495154,2024-10-26,Online,Mumbai,3754.3,False,2025-10-11 00:05:53.713586,2.0
2434,Kids,Training,Metcon 7,M,1.0,3019.25,0.79,2995.3979249999998,2024-12-21,Online,Hyderabad,387.15,False,2025-10-11 00:05:53.713586,2.0
2435,Kids,Lifestyle,Waffle One,XL,2.0,5853.58,0.0,11707.16,2024-04-01,Retail,Kolkata,2378.82,False,2025-10-11 00:05:53.713586,2.0
2437,Women,Running,Pegasus Turbo,XL,3.0,6110.030000000001,0.53,18232.940523000005,2024-12-21,Retail,Hyderabad,-281.42,True,2025-10-11 00:05:53.713586,2.0
2438,Men,Training,Metcon 7,8,2.0,6110.030000000001,0.0,12220.060000000001,2024-11-24,Retail,Mumbai,2965.39,False,2025-10-11 00:05:53.713586,2.0
2439,Men,Lifestyle,Blazer Mid,L,1.0,3239.59,0.0,3239.59,2024-12-21,Retail,Bangalore,3467.1,False,2025-10-11 00:05:53.713586,2.0
2440,Women,Basketball,Kyrie Flytrap,XL,1.0,7510.8,0.0,7510.8,2024-12-21,Retail,Kolkata,2989.6,False,2025-10-11 00:05:53.713586,2.0
2441,Women,Training,Metcon 7,XL,2.0,6110.030000000001,1.11,12084.417334000002,2024-12-21,Retail,Pune,-219.02,True,2025-10-11 00:05:53.713586,2.0
2442,Men,Soccer,Tiempo Legend,L,2.0,6110.030000000001,0.04,12215.171976000001,2024-12-21,Online,Mumbai,3083.26,False,2025-10-11 00:05:53.713586,2.0
2443,Women,Basketball,LeBron 20,M,1.0,6271.66,0.0,6271.66,2024-12-21,Retail,Mumbai,2449.43,False,2025-10-11 00:05:53.713586,2.0
2444,Women,Lifestyle,Blazer Mid,XL,3.0,3676.04,0.0,11028.119999999999,2025-05-25,Retail,Pune,1621.74,False,2025-10-11 00:05:53.713586,2.0
2445,Women,Basketball,Air Jordan,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Kolkata,141.93,False,2025-10-11 00:05:53.713586,2.0
2446,Men,Soccer,Mercurial Superfly,L,2.0,8062.11,0.0,16124.22,2024-12-21,Online,Kolkata,3198.97,False,2025-10-11 00:05:53.713586,2.0
2447,Kids,Lifestyle,Waffle One,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-05-04,Online,Kolkata,1291.8,False,2025-10-11 00:05:53.713586,2.0
2449,Women,Training,SuperRep Go,L,1.0,3664.69,0.0,3664.69,2024-12-21,Retail,Hyderabad,-173.68,True,2025-10-11 00:05:53.713586,2.0
2450,Men,Basketball,Air Jordan,12,2.0,7520.63,0.0,15041.26,2024-12-21,Online,Kolkata,1786.43,False,2025-10-11 00:05:53.713586,2.0
2451,Kids,Soccer,Premier III,L,2.0,6110.030000000001,0.54,12154.071676000001,2023-11-04,Online,Mumbai,2233.57,False,2025-10-11 00:05:53.713586,2.0
2452,Men,Lifestyle,Dunk Low,XL,2.0,8780.66,0.0,17561.32,2024-12-21,Online,Bangalore,176.96,False,2025-10-11 00:05:53.713586,2.0
2453,Women,Running,React Infinity,M,2.0,9344.52,0.0,18689.04,2024-12-21,Online,Pune,387.79,False,2025-10-11 00:05:53.713586,2.0
2454,Women,Soccer,Tiempo Legend,XL,2.0,6110.030000000001,0.19,12196.841886000002,2024-12-21,Online,Bangalore,3100.44,False,2025-10-11 00:05:53.713586,2.0
2455,Women,Training,Metcon 7,L,2.0,4071.46,0.0,8142.92,2024-12-21,Retail,Delhi,2003.31,False,2025-10-11 00:05:53.713586,2.0
2458,Kids,Soccer,Phantom GT,L,2.0,6110.030000000001,0.0,12220.060000000001,2023-12-20,Retail,Pune,573.21,False,2025-10-11 00:05:53.713586,2.0
2459,Kids,Basketball,Air Jordan,M,2.0,3572.52,0.0,7145.04,2024-04-20,Retail,Kolkata,-404.04,True,2025-10-11 00:05:53.713586,2.0
2460,Women,Basketball,Zoom Freak,XL,2.0,5482.96,0.35,10927.53928,2024-11-04,Online,Kolkata,-823.8,True,2025-10-11 00:05:53.713586,2.0
2461,Women,Basketball,LeBron 20,L,2.0,3939.92,0.63,7830.197008,2024-12-21,Online,Pune,3146.03,False,2025-10-11 00:05:53.713586,2.0
2462,Men,Basketball,Zoom Freak,8,2.0,4468.7,0.49,8893.60674,2025-01-23,Retail,Pune,2143.6,False,2025-10-11 00:05:53.713586,2.0
2464,Women,Lifestyle,Blazer Mid,XL,3.0,2699.59,0.0,8098.77,2024-06-30,Retail,Hyderabad,3507.56,False,2025-10-11 00:05:53.713586,2.0
2465,Kids,Lifestyle,Blazer Mid,7,1.0,7814.02,0.0,7814.02,2024-12-21,Retail,Pune,684.07,False,2025-10-11 00:05:53.713586,2.0
2466,Women,Soccer,Mercurial Superfly,L,1.0,6569.65,0.0,6569.65,2024-12-21,Retail,Pune,3056.38,False,2025-10-11 00:05:53.713586,2.0
2467,Kids,Training,SuperRep Go,M,1.0,8484.82,0.0,8484.82,2023-11-05,Online,Mumbai,1899.54,False,2025-10-11 00:05:53.713586,2.0
2469,Men,Training,Metcon 7,XL,4.0,6110.030000000001,1.08,24176.166704000003,2025-05-21,Retail,Mumbai,-279.26,True,2025-10-11 00:05:53.713586,2.0
2470,Men,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Delhi,1099.17,False,2025-10-11 00:05:53.713586,2.0
2471,Men,Basketball,Kyrie Flytrap,L,2.0,4527.64,0.0,9055.28,2024-12-21,Retail,Pune,464.96,False,2025-10-11 00:05:53.713586,2.0
2472,Men,Basketball,LeBron 20,L,2.0,2255.65,0.0,4511.3,2024-12-21,Online,Mumbai,560.7,False,2025-10-11 00:05:53.713586,2.0
2473,Men,Training,ZoomX Invincible,L,2.0,8752.02,0.0,17504.04,2024-12-21,Retail,Pune,283.56,False,2025-10-11 00:05:53.713586,2.0
2474,Kids,Training,Metcon 7,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Delhi,115.11,False,2025-10-11 00:05:53.713586,2.0
2475,Men,Running,Free RN,L,2.0,6110.030000000001,1.06,12090.527364000001,2025-01-07,Online,Bangalore,3885.97,False,2025-10-11 00:05:53.713586,2.0
2476,Men,Soccer,Premier III,M,2.0,6110.030000000001,1.09,12086.861346000002,2024-12-21,Retail,Pune,-627.07,True,2025-10-11 00:05:53.713586,2.0
2477,Women,Training,ZoomX Invincible,M,2.0,5923.67,0.0,11847.34,2024-12-21,Online,Hyderabad,-177.68,True,2025-10-11 00:05:53.713586,2.0
2478,Women,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.62,12144.295628000002,2024-12-21,Online,Pune,-223.4,True,2025-10-11 00:05:53.713586,2.0
2479,Women,Running,Air Zoom,L,2.0,2708.99,0.0,5417.98,2024-12-21,Online,Delhi,952.78,False,2025-10-11 00:05:53.713586,2.0
2480,Men,Basketball,Kyrie Flytrap,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Pune,25.18,False,2025-10-11 00:05:53.713586,2.0
2481,Women,Soccer,Premier III,7,1.0,9145.37,0.07,9138.968241,2024-12-21,Online,Pune,1755.19,False,2025-10-11 00:05:53.713586,2.0
2482,Men,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Mumbai,2642.8,False,2025-10-11 00:05:53.713586,2.0
2483,Kids,Running,Free RN,L,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Retail,Delhi,856.75,False,2025-10-11 00:05:53.713586,2.0
2484,Men,Soccer,Mercurial Superfly,10,2.0,5308.26,1.03,10507.169844,2024-12-21,Retail,Bangalore,1189.82,False,2025-10-11 00:05:53.713586,2.0
2485,Kids,Running,Air Zoom,M,2.0,9307.2,0.0,18614.4,2024-12-21,Online,Hyderabad,16.06,False,2025-10-11 00:05:53.713586,2.0
2486,Kids,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.33,12179.733802000002,2024-12-21,Retail,Hyderabad,1332.57,False,2025-10-11 00:05:53.713586,2.0
2487,Men,Running,Air Zoom,L,3.0,5881.13,0.8,17502.242879999998,2025-03-31,Online,Hyderabad,2108.4,False,2025-10-11 00:05:53.713586,2.0
2488,Kids,Running,Free RN,6,4.0,6387.51,0.0,25550.04,2024-12-21,Retail,Kolkata,300.76,False,2025-10-11 00:05:53.713586,2.0
2489,Men,Lifestyle,Air Force 1,L,4.0,6110.030000000001,0.18,24396.127784,2024-12-21,Retail,Hyderabad,1415.34,False,2025-10-11 00:05:53.713586,2.0
2490,Women,Soccer,Premier III,L,3.0,5015.19,0.75,14932.728225,2024-12-21,Online,Hyderabad,-494.53,True,2025-10-11 00:05:53.713586,2.0
2491,Kids,Soccer,Phantom GT,M,2.0,8998.44,0.0,17996.88,2024-12-21,Online,Bangalore,-432.44,True,2025-10-11 00:05:53.713586,2.0
2492,Kids,Basketball,LeBron 20,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Kolkata,473.22,False,2025-10-11 00:05:53.713586,2.0
2493,Women,Soccer,Premier III,L,3.0,6042.94,0.0,18128.82,2024-12-21,Retail,Kolkata,1659.75,False,2025-10-11 00:05:53.713586,2.0
2494,Kids,Lifestyle,Dunk Low,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Mumbai,1007.7,False,2025-10-11 00:05:53.713586,2.0
2495,Kids,Basketball,LeBron 20,L,3.0,6110.030000000001,1.11,18126.626001000004,2024-12-21,Retail,Bangalore,36.16,False,2025-10-11 00:05:53.713586,2.0
2496,Kids,Running,React Infinity,M,2.0,4110.72,0.32,8195.131392000001,2024-12-21,Retail,Bangalore,3894.95,False,2025-10-11 00:05:53.713586,2.0
2497,Kids,Basketball,Air Jordan,XL,1.0,6110.030000000001,0.0,6110.030000000001,2023-11-29,Online,Mumbai,2592.98,False,2025-10-11 00:05:53.713586,2.0
2498,Kids,Training,ZoomX Invincible,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Pune,1574.98,False,2025-10-11 00:05:53.713586,2.0
2499,Women,Soccer,Premier III,L,2.0,8347.87,0.0,16695.74,2024-06-07,Retail,Hyderabad,1488.3,False,2025-10-11 00:05:53.713586,2.0
2500,Kids,Running,Pegasus Turbo,L,2.0,6110.030000000001,0.99,12099.081406000001,2024-12-21,Online,Bangalore,3100.16,False,2025-10-11 00:05:53.713586,2.0
2501,Women,Lifestyle,Air Force 1,L,2.0,6453.36,0.0,12906.72,2024-12-21,Retail,Kolkata,2321.06,False,2025-10-11 00:05:53.713586,2.0
2503,Women,Training,ZoomX Invincible,XL,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Online,Bangalore,-173.16,True,2025-10-11 00:05:53.713586,2.0
2504,Men,Basketball,Zoom Freak,L,3.0,6110.030000000001,0.0,18330.090000000004,2024-12-21,Online,Hyderabad,-278.07,True,2025-10-11 00:05:53.713586,2.0
2505,Women,Running,Free RN,9,2.0,6110.030000000001,1.11,12084.417334000002,2024-12-21,Online,Bangalore,3748.24,False,2025-10-11 00:05:53.713586,2.0
2506,Men,Training,SuperRep Go,L,2.0,2225.73,0.0,4451.46,2024-12-21,Online,Delhi,276.63,False,2025-10-11 00:05:53.713586,2.0
2507,Men,Soccer,Phantom GT,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-03-13,Retail,Hyderabad,2116.53,False,2025-10-11 00:05:53.713586,2.0
2508,Kids,Soccer,Premier III,XL,1.0,6110.030000000001,1.16,6039.153652,2024-12-21,Retail,Kolkata,1811.51,False,2025-10-11 00:05:53.713586,2.0
2509,Men,Running,React Infinity,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Bangalore,1086.09,False,2025-10-11 00:05:53.713586,2.0
2511,Men,Running,Pegasus Turbo,L,1.0,6310.25,0.1,6303.93975,2024-12-21,Online,Bangalore,2399.42,False,2025-10-11 00:05:53.713586,2.0
2512,Men,Training,Metcon 7,M,2.0,6110.96,0.0,12221.92,2024-12-21,Online,Kolkata,3074.69,False,2025-10-11 00:05:53.713586,2.0
2514,Kids,Basketball,Air Jordan,M,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Online,Bangalore,1790.41,False,2025-10-11 00:05:53.713586,2.0
2515,Women,Training,SuperRep Go,L,1.0,7532.24,0.0,7532.24,2024-12-21,Retail,Pune,1060.53,False,2025-10-11 00:05:53.713586,2.0
2516,Kids,Running,React Infinity,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-01-21,Online,Pune,157.65,False,2025-10-11 00:05:53.713586,2.0
2517,Men,Lifestyle,Air Force 1,7,1.0,3059.89,0.0,3059.89,2024-12-21,Online,Hyderabad,1968.82,False,2025-10-11 00:05:53.713586,2.0
2518,Women,Basketball,Air Jordan,L,2.0,6110.030000000001,1.03,12094.193382000001,2024-07-03,Retail,Delhi,-703.61,True,2025-10-11 00:05:53.713586,2.0
2519,Women,Running,React Infinity,L,2.0,9701.72,0.0,19403.44,2024-11-10,Online,Hyderabad,-835.82,True,2025-10-11 00:05:53.713586,2.0
2520,Kids,Soccer,Mercurial Superfly,L,2.0,6110.030000000001,0.14,12202.951916000002,2024-12-21,Online,Bangalore,-945.88,True,2025-10-11 00:05:53.713586,2.0
2521,Kids,Lifestyle,Blazer Mid,M,4.0,3645.35,0.0,14581.4,2024-12-21,Online,Kolkata,3265.83,False,2025-10-11 00:05:53.713586,2.0
2522,Men,Running,Pegasus Turbo,XL,4.0,6243.91,0.0,24975.64,2024-02-13,Retail,Kolkata,-199.13,True,2025-10-11 00:05:53.713586,2.0
2523,Men,Basketball,LeBron 20,M,2.0,7007.6,0.0,14015.2,2024-12-21,Retail,Kolkata,2068.49,False,2025-10-11 00:05:53.713586,2.0
2524,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Kolkata,997.53,False,2025-10-11 00:05:53.713586,2.0
2525,Women,Training,Metcon 7,XL,2.0,6110.030000000001,0.0,12220.060000000001,2025-02-18,Retail,Kolkata,3453.18,False,2025-10-11 00:05:53.713586,2.0
2526,Kids,Lifestyle,Waffle One,10,1.0,6110.030000000001,0.0,6110.030000000001,2024-08-01,Retail,Hyderabad,3188.07,False,2025-10-11 00:05:53.713586,2.0
2527,Men,Lifestyle,Air Force 1,XL,2.0,7408.91,0.0,14817.82,2024-03-18,Online,Delhi,-138.78,True,2025-10-11 00:05:53.713586,2.0
2528,Women,Training,ZoomX Invincible,11,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Delhi,134.1,False,2025-10-11 00:05:53.713586,2.0
2529,Men,Running,React Infinity,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Kolkata,3008.62,False,2025-10-11 00:05:53.713586,2.0
2530,Women,Lifestyle,Dunk Low,M,2.0,4357.79,0.0,8715.58,2024-12-21,Retail,Mumbai,3936.13,False,2025-10-11 00:05:53.713586,2.0
2531,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Hyderabad,2875.41,False,2025-10-11 00:05:53.713586,2.0
2532,Men,Soccer,Tiempo Legend,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Bangalore,72.78,False,2025-10-11 00:05:53.713586,2.0
2533,Women,Training,Flex Trainer,L,2.0,6110.030000000001,1.02,12095.415388000001,2024-01-31,Online,Mumbai,2155.46,False,2025-10-11 00:05:53.713586,2.0
2534,Women,Training,SuperRep Go,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Pune,506.26,False,2025-10-11 00:05:53.713586,2.0
2535,Men,Soccer,Tiempo Legend,XL,2.0,2786.84,0.21,5561.975272000001,2024-12-21,Online,Mumbai,3345.36,False,2025-10-11 00:05:53.713586,2.0
2536,Kids,Running,Air Zoom,M,2.0,2221.78,0.55,4419.12042,2024-12-21,Retail,Delhi,-1091.66,True,2025-10-11 00:05:53.713586,2.0
2537,Women,Lifestyle,Waffle One,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Bangalore,2596.8,False,2025-10-11 00:05:53.713586,2.0
2538,Men,Lifestyle,Waffle One,L,2.0,9701.24,0.0,19402.48,2024-12-21,Retail,Kolkata,223.82,False,2025-10-11 00:05:53.713586,2.0
2539,Women,Running,Free RN,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Bangalore,3748.73,False,2025-10-11 00:05:53.713586,2.0
2540,Women,Lifestyle,Air Force 1,L,2.0,8794.64,0.0,17589.28,2025-01-09,Online,Mumbai,-938.07,True,2025-10-11 00:05:53.713586,2.0
2541,Kids,Running,React Infinity,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Mumbai,-1180.11,True,2025-10-11 00:05:53.713586,2.0
2542,Kids,Running,React Infinity,XL,2.0,6110.030000000001,0.18,12198.063892,2024-12-21,Retail,Hyderabad,-1115.89,True,2025-10-11 00:05:53.713586,2.0
2543,Women,Lifestyle,Waffle One,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Hyderabad,-244.09,True,2025-10-11 00:05:53.713586,2.0
2544,Men,Training,ZoomX Invincible,L,2.0,8856.07,0.0,17712.14,2024-12-21,Online,Bangalore,2069.93,False,2025-10-11 00:05:53.713586,2.0
2545,Men,Training,Metcon 7,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Bangalore,924.07,False,2025-10-11 00:05:53.713586,2.0
2546,Kids,Training,ZoomX Invincible,XL,2.0,5179.57,0.0,10359.14,2024-12-21,Retail,Bangalore,2084.99,False,2025-10-11 00:05:53.713586,2.0
2547,Women,Soccer,Mercurial Superfly,M,1.0,3068.13,0.0,3068.13,2024-12-21,Retail,Kolkata,-586.29,True,2025-10-11 00:05:53.713586,2.0
2548,Kids,Running,Pegasus Turbo,L,2.0,9557.0,0.0,19114.0,2024-12-21,Online,Delhi,3847.47,False,2025-10-11 00:05:53.713586,2.0
2549,Men,Training,Flex Trainer,XL,2.0,4366.09,0.0,8732.18,2024-12-21,Retail,Delhi,1696.1,False,2025-10-11 00:05:53.713586,2.0
2550,Men,Soccer,Premier III,XL,1.0,6121.21,0.05,6118.149395,2023-09-08,Online,Kolkata,2470.08,False,2025-10-11 00:05:53.713586,2.0
2551,Men,Training,ZoomX Invincible,XL,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Mumbai,853.25,False,2025-10-11 00:05:53.713586,2.0
2552,Women,Soccer,Premier III,10,1.0,6110.030000000001,0.41,6084.9788770000005,2024-12-21,Retail,Hyderabad,3389.34,False,2025-10-11 00:05:53.713586,2.0
2553,Kids,Basketball,Kyrie Flytrap,L,2.0,6708.16,0.0,13416.32,2025-02-24,Online,Delhi,-739.72,True,2025-10-11 00:05:53.713586,2.0
2554,Women,Training,Flex Trainer,M,1.0,6755.56,0.0,6755.56,2024-12-21,Retail,Bangalore,1002.19,False,2025-10-11 00:05:53.713586,2.0
2555,Women,Basketball,Kyrie Flytrap,7,2.0,2685.95,0.0,5371.9,2024-12-21,Retail,Hyderabad,3675.97,False,2025-10-11 00:05:53.713586,2.0
2556,Kids,Lifestyle,Air Force 1,10,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Retail,Kolkata,1327.26,False,2025-10-11 00:05:53.713586,2.0
2557,Men,Basketball,LeBron 20,M,3.0,6110.030000000001,0.0,18330.090000000004,2024-12-21,Retail,Kolkata,1115.74,False,2025-10-11 00:05:53.713586,2.0
2558,Kids,Basketball,Kyrie Flytrap,L,1.0,3134.87,0.0,3134.87,2024-12-21,Online,Mumbai,-1077.81,True,2025-10-11 00:05:53.713586,2.0
2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,0.0,18035.52,2024-12-21,Online,Kolkata,-99.73,True,2025-10-11 00:05:53.713586,2.0
2560,Kids,Basketball,Zoom Freak,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Delhi,3493.16,False,2025-10-11 00:05:53.713586,2.0
2561,Women,Soccer,Tiempo Legend,XL,2.0,3642.21,0.0,7284.42,2024-03-25,Online,Bangalore,3900.7,False,2025-10-11 00:05:53.713586,2.0
2562,Kids,Training,ZoomX Invincible,L,1.0,6110.030000000001,0.0,6110.030000000001,2024-12-21,Retail,Mumbai,-79.1,True,2025-10-11 00:05:53.713586,2.0
2563,Men,Soccer,Mercurial Superfly,M,2.0,9443.35,0.54,18784.71182,2025-04-13,Retail,Kolkata,2706.61,False,2025-10-11 00:05:53.713586,2.0
2564,Women,Basketball,LeBron 20,M,2.0,6110.030000000001,0.72,12132.075568000002,2023-08-07,Online,Delhi,1279.03,False,2025-10-11 00:05:53.713586,2.0
2565,Women,Lifestyle,Dunk Low,XL,4.0,3028.41,0.0,12113.64,2024-09-18,Online,Mumbai,1754.48,False,2025-10-11 00:05:53.713586,2.0
2567,Women,Running,Air Zoom,M,3.0,6110.030000000001,0.0,18330.090000000004,2024-12-21,Online,Pune,1162.3,False,2025-10-11 00:05:53.713586,2.0
2569,Women,Basketball,Air Jordan,L,2.0,9605.11,0.88,19041.170064,2024-12-21,Online,Hyderabad,128.89,False,2025-10-11 00:05:53.713586,2.0
2570,Men,Basketball,Air Jordan,L,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Bangalore,2986.69,False,2025-10-11 00:05:53.713586,2.0
2571,Kids,Soccer,Phantom GT,6,2.0,4728.95,0.0,9457.9,2023-11-28,Retail,Mumbai,276.98,False,2025-10-11 00:05:53.713586,2.0
2572,Men,Lifestyle,Waffle One,XL,1.0,2729.99,0.76,2709.2420759999995,2024-01-31,Retail,Pune,1204.81,False,2025-10-11 00:05:53.713586,2.0
2573,Men,Soccer,Premier III,L,2.0,6110.030000000001,0.75,12128.409550000002,2024-12-21,Online,Delhi,301.42,False,2025-10-11 00:05:53.713586,2.0
2574,Women,Soccer,Tiempo Legend,L,2.0,3502.97,0.0,7005.94,2024-12-21,Retail,Delhi,-542.87,True,2025-10-11 00:05:53.713586,2.0
2575,Men,Training,Metcon 7,XL,2.0,3582.67,0.0,7165.34,2024-12-21,Online,Hyderabad,1982.16,False,2025-10-11 00:05:53.713586,2.0
2576,Kids,Running,Pegasus Turbo,10,2.0,9134.77,0.0,18269.54,2024-12-21,Online,Pune,-427.11,True,2025-10-11 00:05:53.713586,2.0
2577,Women,Running,Air Zoom,L,1.0,5545.52,0.0,5545.52,2023-11-16,Retail,Mumbai,1185.56,False,2025-10-11 00:05:53.713586,2.0
2578,Men,Lifestyle,Blazer Mid,9,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Bangalore,3550.0,False,2025-10-11 00:05:53.713586,2.0
2580,Kids,Training,Flex Trainer,M,1.0,2749.79,0.0,2749.79,2024-12-21,Retail,Kolkata,2978.85,False,2025-10-11 00:05:53.713586,2.0
2582,Men,Training,Metcon 7,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Online,Kolkata,909.76,False,2025-10-11 00:05:53.713586,2.0
2583,Men,Soccer,Tiempo Legend,M,2.0,6110.030000000001,0.0,12220.060000000001,2024-12-21,Retail,Mumbai,3051.16,False,2025-10-11 00:05:53.713586,2.0
